;;;;tempo (s);sp;fb
21:51:25.147;171399;30.000;37334;138,200;23,463;30,797
21:51:25.255;171499;30.000;37941;138,300;23,463;31,404
21:51:25.362;171599;30.000;36874;138,400;23,463;30,337
21:51:25.473;171699;30.000;36452;138,500;23,463;29,915
21:51:25.582;171799;30.000;36628;138,600;23,463;30,091
21:51:25.584;171899;30.000;37465;138,700;23,463;30,928
21:51:25.693;171999;30.000;36189;138,800;23,463;29,652
21:51:25.804;172099;30.000;36858;138,900;23,463;30,321
21:51:25.910;172199;30.000;36658;139,000;23,463;30,121
21:51:26.018;172299;30.000;37367;139,100;23,463;30,830
21:51:26.125;172399;30.000;37900;139,200;23,463;31,363
21:51:26.231;172499;30.000;35966;139,300;23,463;29,429
21:51:26.340;172599;30.000;36946;139,400;23,463;30,409
21:51:26.450;172699;30.000;35897;139,500;23,463;29,360
21:51:26.555;172799;30.000;38285;139,600;23,463;31,748
21:51:26.668;172899;30.000;36653;139,700;23,463;30,116
21:51:26.776;172999;30.000;37340;139,800;23,463;30,803
21:51:26.777;173099;30.000;37902;139,900;23,463;31,365
21:51:26.886;173199;30.000;36583;140,000;23,463;30,046
21:51:26.996;173299;30.000;36811;140,100;23,463;30,274
21:51:27.107;173399;30.000;37127;140,200;23,463;30,590
21:51:27.219;173499;30.000;38846;140,300;23,463;32,309
21:51:27.329;173599;30.000;36145;140,400;23,463;29,608
21:51:27.441;173699;30.000;36649;140,500;23,463;30,112
21:51:27.553;173799;30.000;37301;140,600;23,463;30,764
21:51:27.659;173899;30.000;36130;140,700;23,463;29,593
21:51:27.766;173999;30.000;36352;140,800;23,463;29,815
21:51:27.871;174099;30.000;35150;140,900;23,463;28,613
21:51:27.976;174199;30.000;37220;141,000;23,463;30,683
21:51:27.979;174299;30.000;36695;141,100;23,463;30,158
21:51:28.081;174399;30.000;35566;141,200;23,463;29,029
21:51:28.186;174499;30.000;36882;141,300;23,463;30,345
21:51:28.291;174599;30.000;36727;141,400;23,463;30,190
21:51:28.396;174699;30.000;36884;141,500;23,463;30,347
21:51:28.501;174799;30.000;37040;141,600;23,463;30,503
21:51:28.606;174899;30.000;37411;141,700;23,463;30,874
21:51:28.711;174999;30.000;38014;141,800;23,463;31,477
21:51:28.817;175099;30.000;38362;141,900;23,463;31,825
21:51:28.923;175199;30.000;36319;142,000;23,463;29,782
21:51:29.031;175299;30.000;36885;142,100;23,463;30,348
21:51:29.136;175399;30.000;36376;142,200;23,463;29,839
21:51:29.241;175499;30.000;36938;142,300;23,463;30,401
21:51:29.346;175599;30.000;37055;142,400;23,463;30,518
21:51:29.451;175699;30.000;36307;142,500;23,463;29,770
21:51:29.556;175799;30.000;38687;142,600;23,463;32,150
21:51:29.661;175899;30.000;36669;142,700;23,463;30,132
21:51:29.766;175999;30.000;37322;142,800;23,463;30,785
21:51:29.875;176099;30.000;36416;142,900;23,463;29,879
21:51:29.878;176199;30.000;35199;143,000;23,463;28,662
21:51:29.985;176299;30.000;37075;143,100;23,463;30,538
21:51:30.091;176399;30.000;37274;143,200;23,463;30,737
21:51:30.200;176499;30.000;37185;143,300;23,463;30,648
21:51:30.310;176599;30.000;37077;143,400;23,463;30,540
21:51:30.418;176699;30.000;36012;143,500;23,463;29,475
21:51:30.530;176799;30.000;36531;143,600;23,463;29,994
21:51:30.639;176899;30.000;37638;143,700;23,463;31,101
21:51:30.751;176999;30.000;37603;143,800;23,463;31,066
21:51:30.862;177099;30.000;36454;143,900;23,463;29,917
21:51:30.971;177199;30.000;35645;144,000;23,463;29,108
21:51:31.081;177299;30.000;37179;144,100;23,463;30,642
21:51:31.082;177399;30.000;35868;144,200;23,463;29,331
21:51:31.193;177499;30.000;35622;144,300;23,463;29,085
21:51:31.304;177599;30.000;36153;144,400;23,463;29,616
21:51:31.415;177699;30.000;37964;144,500;23,463;31,427
21:51:31.527;177799;30.000;36184;144,600;23,463;29,647
21:51:31.638;177899;30.000;36417;144,700;23,463;29,880
21:51:31.750;177999;30.000;36613;144,800;23,463;30,076
21:51:31.862;178099;30.000;37357;144,900;23,463;30,820
21:51:31.971;178199;30.000;36468;145,000;23,463;29,931
21:51:32.079;178299;30.000;36450;145,100;23,463;29,913
21:51:32.081;178399;30.000;36202;145,200;23,463;29,665
21:51:32.189;178499;30.000;36038;145,300;23,463;29,501
21:51:32.299;178599;30.000;37301;145,400;23,463;30,764
21:51:32.406;178699;30.000;36527;145,500;23,463;29,990
21:51:32.516;178799;30.000;35571;145,600;23,463;29,034
21:51:32.625;178899;30.000;37062;145,700;23,463;30,525
21:51:32.736;178999;30.000;35693;145,800;23,463;29,156
21:51:32.847;179099;30.000;35648;145,900;23,463;29,111
21:51:32.959;179199;30.000;35849;146,000;23,463;29,312
21:51:33.070;179299;30.000;36733;146,100;23,463;30,196
21:51:33.175;179399;30.000;35461;146,200;23,463;28,924
21:51:33.281;179499;30.000;36865;146,300;23,463;30,328
21:51:33.283;179599;30.000;37751;146,400;23,463;31,214
21:51:33.386;179699;30.000;35961;146,500;23,463;29,424
21:51:33.491;179799;30.000;35261;146,600;23,463;28,724
21:51:33.596;179899;30.000;35694;146,700;23,463;29,157
21:51:33.701;179999;30.000;35782;146,800;23,463;29,245
21:51:33.806;180100;30.000;36372;146,901;23,463;29,835
21:51:33.911;180199;30.000;35813;147,000;23,463;29,276
21:51:34.017;180299;30.000;37398;147,100;23,463;30,861
21:51:34.125;180399;30.000;34822;147,200;23,463;28,285
21:51:34.233;180499;30.000;35735;147,300;23,463;29,198
21:51:34.342;180599;30.000;37127;147,400;23,463;30,590
21:51:34.452;180699;30.000;36880;147,500;23,463;30,343
21:51:34.562;180799;30.000;36270;147,600;23,463;29,733
21:51:34.674;180899;30.000;37486;147,700;23,463;30,949
21:51:34.786;180999;30.000;35953;147,800;23,463;29,416
21:51:34.789;181099;30.000;36929;147,900;23,463;30,392
21:51:34.896;181199;30.000;36265;148,000;23,463;29,728
21:51:35.009;181299;30.000;37491;148,100;23,463;30,954
21:51:35.121;181399;30.000;36167;148,200;23,463;29,630
21:51:35.228;181499;30.000;35420;148,300;23,463;28,883
21:51:35.339;181599;30.000;36462;148,400;23,463;29,925
21:51:35.452;181699;30.000;34991;148,500;23,463;28,454
21:51:35.563;181799;30.000;35299;148,600;23,463;28,762
21:51:35.673;181899;30.000;37716;148,700;23,463;31,179
21:51:35.785;181999;30.000;36748;148,800;23,463;30,211
21:51:35.788;182099;30.000;37472;148,900;23,463;30,935
21:51:35.893;182199;30.000;35425;149,000;23,463;28,888
21:51:36.006;182299;30.000;36606;149,100;23,463;30,069
21:51:36.111;182399;30.000;34954;149,200;23,463;28,417
21:51:36.219;182499;30.000;37616;149,300;23,463;31,079
21:51:36.326;182599;30.000;37025;149,400;23,463;30,488
21:51:36.431;182699;30.000;36287;149,500;23,463;29,750
21:51:36.542;182799;30.000;35659;149,600;23,463;29,122
21:51:36.654;182899;30.000;35538;149,700;23,463;29,001
21:51:36.762;182999;30.000;37247;149,800;23,463;30,710
21:51:36.872;183099;30.000;36556;149,900;23,463;30,019
21:51:36.983;183199;30.000;35955;150,000;23,463;29,418
21:51:36.985;183299;30.000;36691;150,100;23,463;30,154
21:51:37.093;183399;30.000;36746;150,200;23,463;30,209
21:51:37.201;183499;30.000;36019;150,300;23,463;29,482
21:51:37.306;183599;30.000;35711;150,400;23,463;29,174
21:51:37.411;183699;30.000;35987;150,500;23,463;29,450
21:51:37.516;183799;30.000;34965;150,600;23,463;28,428
21:51:37.622;183899;30.000;36072;150,700;23,463;29,535
21:51:37.732;183999;30.000;36849;150,800;23,463;30,312
21:51:37.843;184099;30.000;35040;150,900;23,463;28,503
21:51:37.951;184199;30.000;35196;151,000;23,463;28,659
21:51:38.061;184299;30.000;35762;151,100;23,463;29,225
21:51:38.171;184399;30.000;35431;151,200;23,463;28,894
21:51:38.280;184499;30.000;35951;151,300;23,463;29,414
21:51:38.282;184599;30.000;36254;151,400;23,463;29,717
21:51:38.390;184699;30.000;36282;151,500;23,463;29,745
21:51:38.499;184799;30.000;36830;151,600;23,463;30,293
21:51:38.607;184899;30.000;33886;151,700;23,463;27,349
21:51:38.715;184999;30.000;35332;151,800;23,463;28,795
21:51:38.825;185099;30.000;35930;151,900;23,463;29,393
21:51:38.937;185199;30.000;35618;152,000;23,463;29,081
21:51:39.047;185299;30.000;35301;152,100;23,463;28,764
21:51:39.154;185399;30.000;36790;152,200;23,463;30,253
21:51:39.261;185499;30.000;35407;152,300;23,463;28,870
21:51:39.366;185599;30.000;37424;152,400;23,463;30,887
21:51:39.473;185699;30.000;35366;152,500;23,463;28,829
21:51:39.581;185799;30.000;36224;152,600;23,463;29,687
21:51:39.582;185899;0;36002;152,700;0;29,465
21:51:39.691;185999;0;35163;152,800;0;28,626
21:51:39.802;186099;0;34884;152,900;0;28,347
21:51:39.911;186199;0;33429;153,000;0;26,892
21:51:40.020;186300;0;33152;153,101;0;26,615
21:51:40.130;186399;0;31832;153,200;0;25,295
21:51:40.241;186499;0;30181;153,300;0;23,644
21:51:40.352;186599;0;30513;153,400;0;23,976
21:51:40.462;186699;0;29317;153,500;0;22,780
21:51:40.573;186799;0;28515;153,600;0;21,978
21:51:40.686;186899;0;28331;153,700;0;21,794
21:51:40.687;186999;0;28807;153,800;0;22,270
21:51:40.798;187099;0;27336;153,900;0;20,799
21:51:40.914;187199;0;26019;154,000;0;19,482
21:51:41.030;187299;0;26584;154,100;0;20,047
21:51:41.138;187399;0;24555;154,200;0;18,018
21:51:41.248;187499;0;24868;154,300;0;18,331
21:51:41.360;187599;0;24792;154,400;0;18,255
21:51:41.469;187699;0;24593;154,500;0;18,056
21:51:41.577;187799;0;24106;154,600;0;17,569
21:51:41.581;187899;0;24570;154,700;0;18,033
21:51:41.690;187999;0;22849;154,800;0;16,312
21:51:41.801;188099;0;21629;154,900;0;15,092
21:51:41.912;188199;0;21962;155,000;0;15,425
21:51:42.023;188299;0;20949;155,100;0;14,412
21:51:42.136;188399;0;20103;155,200;0;13,566
21:51:42.247;188499;0;20744;155,300;0;14,207
21:51:42.357;188599;0;19638;155,400;0;13,101
21:51:42.469;188699;0;17775;155,500;0;11,238
21:51:42.579;188799;0;18929;155,600;0;12,392
21:51:42.581;188899;0;18870;155,700;0;12,333
21:51:42.691;188999;0;17162;155,800;0;10,625
21:51:42.801;189099;0;18730;155,900;0;12,193
21:51:42.906;189199;0;17489;156,000;0;10,952
21:51:43.016;189299;0;16717;156,100;0;10,180
21:51:43.125;189399;0;17258;156,200;0;10,721
21:51:43.236;189499;0;16251;156,300;0;9,714
21:51:43.345;189599;0;17296;156,400;0;10,759
21:51:43.451;189699;0;15568;156,500;0;9,031
21:51:43.556;189799;0;15458;156,600;0;8,921
21:51:43.661;189899;0;14935;156,700;0;8,398
21:51:43.766;189999;0;14710;156,800;0;8,173
21:51:43.878;190099;0;14489;156,900;0;7,952
21:51:43.880;190199;0;14446;157,000;0;7,909
21:51:43.990;190299;0;14570;157,100;0;8,033
21:51:44.102;190399;0;14930;157,200;0;8,393
21:51:44.212;190499;0;13323;157,300;0;6,786
21:51:44.322;190599;0;12708;157,400;0;6,171
21:51:44.431;190699;0;13730;157,500;0;7,193
21:51:44.538;190799;0;12064;157,600;0;5,527
21:51:44.644;190899;0;12176;157,700;0;5,639
21:51:44.751;190999;0;11672;157,800;0;5,135
21:51:44.856;191099;0;11352;157,900;0;4,815
21:51:44.962;191199;0;11642;158,000;0;5,105
21:51:45.065;191299;0;11269;158,100;0;4,732
21:51:45.170;191399;0;13201;158,200;0;6,664
21:51:45.279;191499;0;11629;158,300;0;5,092
21:51:45.281;191599;0;12155;158,400;0;5,618
21:51:45.391;191699;0;11109;158,500;0;4,572
21:51:45.502;191799;0;12057;158,600;0;5,520
21:51:45.613;191899;0;10964;158,700;0;4,427
21:51:45.724;191999;0;10268;158,800;0;3,731
21:51:45.835;192099;0;12008;158,900;0;5,471
21:51:45.945;192199;0;10205;159,000;0;3,668
21:51:46.054;192299;0;11116;159,100;0;4,579
21:51:46.161;192399;0;9830;159,200;0;3,293
21:51:46.265;192499;0;10215;159,300;0;3,678
21:51:46.371;192599;0;10058;159,400;0;3,521
21:51:46.476;192699;0;9536;159,500;0;2,999
21:51:46.479;192799;0;9182;159,600;0;2,645
21:51:46.581;192899;0;9527;159,700;0;2,990
21:51:46.686;192999;0;10255;159,800;0;3,718
21:51:46.791;193099;0;9653;159,900;0;3,116
21:51:46.899;193199;0;9329;160,000;0;2,792
21:51:47.009;193299;0;8747;160,100;0;2,210
21:51:47.119;193399;0;9144;160,200;0;2,607
21:51:47.229;193499;0;9320;160,300;0;2,783
21:51:47.341;193599;0;8773;160,400;0;2,236
21:51:47.450;193699;0;9515;160,500;0;2,978
21:51:47.560;193799;0;8384;160,600;0;1,847
21:51:47.671;193899;0;9180;160,700;0;2,643
21:51:47.781;193999;0;8241;160,800;0;1,704
21:51:47.784;194099;0;10111;160,900;0;3,574
21:51:47.892;194199;0;7993;161,000;0;1,456
21:51:48.006;194299;0;8037;161,100;0;1,500
21:51:48.115;194399;0;8272;161,200;0;1,735
21:51:48.227;194499;0;8231;161,300;0;1,694
21:51:48.338;194599;0;7727;161,400;0;1,190
21:51:48.447;194699;0;8261;161,500;0;1,724
21:51:48.556;194799;0;8429;161,600;0;1,892
21:51:48.661;194899;0;7617;161,700;0;1,080
21:51:48.766;194999;0;7970;161,800;0;1,433
21:51:48.871;195099;0;7204;161,900;0;0,667
21:51:48.977;195199;0;7132;162,000;0;0,595
21:51:48.978;195299;0;7283;162,100;0;0,746
21:51:49.082;195399;0;7010;162,200;0;0,473
21:51:49.192;195499;0;7887;162,300;0;1,350
21:51:49.302;195599;0;7090;162,400;0;0,553
21:51:49.411;195699;0;7507;162,500;0;0,970
21:51:49.516;195799;0;7140;162,600;0;0,603
21:51:49.621;195899;0;7541;162,700;0;1,004
21:51:49.731;195999;0;8075;162,800;0;1,538
21:51:49.836;196099;0;7102;162,900;0;0,565
21:51:49.941;196199;0;7238;163,000;0;0,701
21:51:50.046;196299;0;6754;163,100;0;0,217
21:51:50.150;196399;0;7103;163,200;0;0,566
21:51:50.256;196500;0;6699;163,301;0;0,162
21:51:50.361;196599;0;7094;163,400;0;0,557
21:51:50.469;196699;0;6844;163,500;0;0,307
21:51:50.579;196799;0;7069;163,600;0;0,532
21:51:50.581;196899;0;6958;163,700;0;0,421
21:51:50.691;196999;0;6644;163,800;0;0,107
21:51:50.800;197099;0;6677;163,900;0;0,140
21:51:50.911;197199;0;6620;164,000;0;0,083
21:51:51.022;197299;0;6633;164,100;0;0,096
21:51:51.134;197399;0;6641;164,200;0;0,104
21:51:51.245;197499;0;6640;164,300;0;0,103
21:51:51.355;197599;0;6571;164,400;0;0,034
21:51:51.467;197699;0;6574;164,500;0;0,037
21:51:51.575;197799;0;6647;164,600;0;0,110
21:51:51.577;197899;0;6655;164,700;0;0,118
21:51:51.685;197999;0;6678;164,800;0;0,141
21:51:51.795;198099;0;6664;164,900;0;0,127
21:51:51.904;198199;0;6626;165,000;0;0,089
21:51:52.013;198299;0;6662;165,100;0;0,125
21:51:52.122;198399;0;6601;165,200;0;0,064
21:51:52.231;198499;0;6648;165,300;0;0,111
21:51:52.339;198599;0;6667;165,400;0;0,130
21:51:52.449;198699;0;6690;165,500;0;0,153
21:51:52.557;198799;0;6636;165,600;0;0,099
21:51:52.662;198899;0;6663;165,700;0;0,126
21:51:52.768;198999;0;6669;165,800;0;0,132
21:51:52.876;199099;0;6647;165,900;0;0,110
21:51:52.878;199199;0;6632;166,000;0;0,095
21:51:52.981;199299;0;6672;166,100;0;0,135
21:51:53.092;199399;0;6666;166,200;0;0,129
21:51:53.203;199499;0;6627;166,300;0;0,090
21:51:53.314;199599;0;6618;166,400;0;0,081
